geometry,name,longitude,latitude,amenity_type
POINT (-0.2725224 51.5196673),Noel Road,-0.2725224,51.5196673,bus_station
POINT (-0.2730523 51.5187708),Norman Way,-0.2730523,51.5187708,bus_station
POINT (-0.2212812 51.3572628),Nonsuch Park,-0.2212812,51.3572628,bus_station
POINT (-0.2215551 51.3573367),Nonsuch Park,-0.2215551,51.3573367,bus_station
POINT (-0.2936155 51.4105995),Norbiton Church / Tiffin Boys School,-0.2936155,51.4105995,bus_station
POINT (-0.3518739 51.4618981),Norbury Avenue,-0.3518739,51.4618981,bus_station
POINT (-0.121844 51.4107179),Norbury Crescent / London Road,-0.121844,51.4107179,bus_station
POINT (-0.1134321 51.4134149),Norbury Hill,-0.1134321,51.4134149,bus_station
POINT (-0.1143069 51.4140056),Norbury Hill,-0.1143069,51.4140056,bus_station
POINT (0.028556 51.3134158),Norheads Lane / Stock Hill,0.028556,51.3134158,bus_station
POINT (0.0278815 51.31425),Norheads Lane / Stock Hill,0.0278815,51.31425,bus_station
POINT (-0.0772267 51.4018251),Southern Avenue,-0.0772267,51.4018251,bus_station
POINT (-0.209982 51.5061136),Norland Square,-0.209982,51.5061136,bus_station
POINT (-0.2110899 51.5057029),Norland Square,-0.2110899,51.5057029,bus_station
POINT (-0.2399427 51.4447307),Norley Vale,-0.2399427,51.4447307,bus_station
POINT (-0.2397839 51.4448995),Norley Vale,-0.2397839,51.4448995,bus_station
POINT (0.0173678 51.3887483),Hayes Lane / Norman Park,0.0173678,51.3887483,bus_station
POINT (0.0176316 51.3874823),Hayes Lane / Norman Park,0.0176316,51.3874823,bus_station
POINT (0.0169694 51.3882043),Mead Way / Norman Park,0.0169694,51.3882043,bus_station
POINT (0.1528745 51.4958215),Yarnton Way / Norman Road,0.1528745,51.4958215,bus_station
POINT (-0.0138355 51.4815024),Creek Road / Norman Road,-0.0138355,51.4815024,bus_station
POINT (-0.0138424 51.4813388),Creek Road / Norman Road,-0.0138424,51.4813388,bus_station
POINT (0.0765474 51.5463717),Loxford Polyclinic,0.0765474,51.5463717,bus_station
POINT (-0.3167059 51.4188915),Fairfax Road,-0.3167059,51.4188915,bus_station
POINT (-0.3162976 51.418737),Fairfax Road,-0.3162976,51.418737,bus_station
POINT (-0.1191337 51.4393841),Normanshurst Road,-0.1191337,51.4393841,bus_station
POINT (-0.1194549 51.4393299),Normanshurst Road,-0.1194549,51.4393299,bus_station
POINT (-0.2626052 51.5496408),Normansmead,-0.2626052,51.5496408,bus_station
POINT (-0.1744555 51.5817333),Hail & Ride Norrice Lea,-0.1744555,51.5817333,bus_station
POINT (-0.251448 51.6012154),North Acre,-0.251448,51.6012154,bus_station
POINT (-0.2504734 51.601088),North Acre,-0.2504734,51.601088,bus_station
POINT (-0.2601046 51.5313288),North Acton Road,-0.2601046,51.5313288,bus_station
POINT (-0.260035 51.5321842),North Acton Road,-0.260035,51.5321842,bus_station
POINT (-0.3756345 51.5144448),North Avenue,-0.3756345,51.5144448,bus_station
POINT (-0.3754276 51.514199),North Avenue,-0.3754276,51.514199,bus_station
POINT (-0.1364067 51.4036802),Northborough Road,-0.1364067,51.4036802,bus_station
POINT (-0.1373554 51.4036098),Northborough Road,-0.1373554,51.4036098,bus_station
POINT (-0.1374222 51.4043255),Northborough Road,-0.1374222,51.4043255,bus_station
POINT (-0.1247817 51.6260701),Meadway,-0.1247817,51.6260701,bus_station
POINT (0.0037399 51.388526),Mead Way / Pickhurst Park,0.0037399,51.388526,bus_station
POINT (0.0026845 51.3873166),The Avenue,0.0026845,51.3873166,bus_station
POINT (0.0024439 51.3887439),Mead Way,0.0024439,51.3887439,bus_station
POINT (0.0020147 51.3875684),Pickhurst Lane,0.0020147,51.3875684,bus_station
POINT (-0.1324779 51.309349),Mead Way / Chaldon Way,-0.1324779,51.309349,bus_station
POINT (-0.1327193 51.3093119),Mead Way / Chaldon Way,-0.1327193,51.3093119,bus_station
POINT (-0.3527049 51.447994),Devon Avenue,-0.3527049,51.447994,bus_station
POINT (-0.0493746 51.5530224),Median Road,-0.0493746,51.5530224,bus_station
POINT (-0.2202471 51.6172297),Burtonhole Lane,-0.2202471,51.6172297,bus_station
POINT (-0.2207257 51.617168),Burtonhole Lane,-0.2207257,51.617168,bus_station
POINT (-0.0938974 51.4777559),Medlar Street,-0.0938974,51.4777559,bus_station
POINT (-0.0938651 51.4773717),Medlar Street,-0.0938651,51.4773717,bus_station
POINT (-0.094018 51.4768705),Medlar Street,-0.094018,51.4768705,bus_station
POINT (-0.093959 51.4765564),Medlar Street,-0.093959,51.4765564,bus_station
POINT (0.1927784 51.4585951),Medway Road,0.1927784,51.4585951,bus_station
POINT (0.1939716 51.4579399),Mayplace Avenue,0.1939716,51.4579399,bus_station
POINT (-0.0355483 51.5318392),Medway Road,-0.0355483,51.5318392,bus_station
POINT (-0.0361781 51.5316373),Medway Road,-0.0361781,51.5316373,bus_station
POINT (0.1322308 51.4724211),Melanie Close,0.1322308,51.4724211,bus_station
POINT (0.1319128 51.4726687),Melanie Close,0.1319128,51.4726687,bus_station
POINT (-0.0678019 51.6414544),Hail & Ride Melbourne Way,-0.0678019,51.6414544,bus_station
POINT (-0.0673783 51.6412021),Hail & Ride Trinity Avenue / Bush Hill Park Station,-0.0673783,51.6412021,bus_station
POINT (-0.2849275 51.5848786),Melbury Road,-0.2849275,51.5848786,bus_station
POINT (-0.2882457 51.5821995),Melcombe Gardens,-0.2882457,51.5821995,bus_station
POINT (-0.2879413 51.5826118),Melcombe Gardens,-0.2879413,51.5826118,bus_station
POINT (0.1092465 51.5591282),Meldrum Road,0.1092465,51.5591282,bus_station
POINT (0.1094866 51.5583601),Meldrum Road,0.1094866,51.5583601,bus_station
POINT (-0.0635817 51.4451028),Melford Road,-0.0635817,51.4451028,bus_station
POINT (-0.0635432 51.4447012),Melford Road,-0.0635432,51.4447012,bus_station
POINT (-0.0658037 51.4447679),Belvoir Road,-0.0658037,51.4447679,bus_station
POINT (0.0935286 51.4785937),Bassant Road,0.0935286,51.4785937,bus_station
POINT (-0.1331318 51.3600701),Mellows Park,-0.1331318,51.3600701,bus_station
POINT (-0.1342544 51.3598526),Mellows Park,-0.1342544,51.3598526,bus_station
POINT (0.0229483 51.3070093),Melody Road,0.0229483,51.3070093,bus_station
POINT (-0.2180133 51.5531369),Melrose Avenue,-0.2180133,51.5531369,bus_station
POINT (-0.1030085 51.6141744),Melville Gardens,-0.1030085,51.6141744,bus_station
POINT (-0.1030693 51.6138859),Melville Gardens,-0.1030693,51.6138859,bus_station
POINT (0.1597669 51.5985253),Melville Road,0.1597669,51.5985253,bus_station
POINT (0.15922 51.5982901),Melville Road,0.15922,51.5982901,bus_station
POINT (0.1162588 51.4339616),Melville Road,0.1162588,51.4339616,bus_station
POINT (0.1157844 51.4338106),Melville Road,0.1157844,51.4338106,bus_station
POINT (0.0656611 51.4694019),Memorial Hospital,0.0656611,51.4694019,bus_station
POINT (0.0663909 51.4694264),Shooters Hill / The Bull,0.0663909,51.4694264,bus_station
POINT (0.0665685 51.4694735),Shooters Hill / The Bull,0.0665685,51.4694735,bus_station
POINT (0.064659 51.4694446),Memorial Hospital,0.064659,51.4694446,bus_station
POINT (-0.2078551 51.5547114),Hampstead School,-0.2078551,51.5547114,bus_station
POINT (-0.2077395 51.5543108),Hampstead School,-0.2077395,51.5543108,bus_station
POINT (0.0884088 51.4994186),Merbury Road,0.0884088,51.4994186,bus_station
POINT (0.0882975 51.4997818),Merbury Road,0.0882975,51.4997818,bus_station
POINT (-0.1233906 51.5603562),Manor Gardens,-0.1233906,51.5603562,bus_station
POINT (0.0757534 51.4396514),Merchland Road,0.0757534,51.4396514,bus_station
POINT (0.0748973 51.4390745),Merchland Road,0.0748973,51.4390745,bus_station
POINT (0.185095 51.57909),Mercury Gardens,0.185095,51.57909,bus_station
POINT (0.1847704 51.5794262),Mercury Gardens,0.1847704,51.5794262,bus_station
POINT (0.1851007 51.5787244),Mercury Gardens,0.1851007,51.5787244,bus_station
POINT (-0.0410158 51.6280094),Meridian Way,-0.0410158,51.6280094,bus_station
POINT (-0.0413759 51.6271357),Meridian Way,-0.0413759,51.6271357,bus_station
POINT (-0.0332657 51.6449364),Ponders End Station,-0.0332657,51.6449364,bus_station
POINT (-0.0331557 51.6451372),Mollison Avenue / Ponders End,-0.0331557,51.6451372,bus_station
POINT (-0.2837302 51.6032015),Merlin Crescent,-0.2837302,51.6032015,bus_station
POINT (-0.2828433 51.6035807),Merlin Crescent,-0.2828433,51.6035807,bus_station
POINT (0.0396533 51.5596605),Merlin Road,0.0396533,51.5596605,bus_station
POINT (0.0391749 51.5600352),Merlin Road,0.0391749,51.5600352,bus_station
POINT (-0.4467481 51.5223289),Merrimans Corner / Harlington Road,-0.4467481,51.5223289,bus_station
POINT (-0.3122383 51.3588627),Merritt Gardens,-0.3122383,51.3588627,bus_station
POINT (-0.1305717 51.6429991),Merrivale,-0.1305717,51.6429991,bus_station
POINT (-0.13002 51.6422409),Merrivale,-0.13002,51.6422409,bus_station
POINT (-0.1252425 51.6447914),Hail & Ride Merrivale,-0.1252425,51.6447914,bus_station
POINT (-0.0138683 51.3542732),Merrow Way,-0.0138683,51.3542732,bus_station
POINT (-0.0132949 51.3538172),Merrow Way,-0.0132949,51.3538172,bus_station
POINT (0.2611777 51.5695513),Mersey Avenue,0.2611777,51.5695513,bus_station
POINT (0.2605536 51.5697474),Mersey Avenue,0.2605536,51.5697474,bus_station
POINT (-0.1815424 51.4164433),Merton Abbey,-0.1815424,51.4164433,bus_station
POINT (-0.1830814 51.4161464),Merton Abbey,-0.1830814,51.4161464,bus_station
POINT (-0.1833711 51.4161331),Merton Abbey,-0.1833711,51.4161331,bus_station
POINT (-0.1873364 51.4163608),Haydons Road / Merton High Street,-0.1873364,51.4163608,bus_station
POINT (-0.1871955 51.4167512),Haydons Road / Merton High Street,-0.1871955,51.4167512,bus_station
POINT (-0.1990473 51.4064299),Hail & Ride Circle Gardens,-0.1990473,51.4064299,bus_station
POINT (-0.2002385 51.4059319),Hail & Ride Circle Gardens,-0.2002385,51.4059319,bus_station
POINT (-0.2170971 51.4083524),Merton Park Baptist Church,-0.2170971,51.4083524,bus_station
POINT (-0.2168793 51.4082779),Merton Park Baptist Church,-0.2168793,51.4082779,bus_station
POINT (-0.1926014 51.41703),Merton Road,-0.1926014,51.41703,bus_station
POINT (-0.1924865 51.4174677),Merton Road,-0.1924865,51.4174677,bus_station
POINT (-0.1992708 51.4569772),Merton Road,-0.1992708,51.4569772,bus_station
POINT (-0.1999162 51.456826),Merton Road,-0.1999162,51.456826,bus_station
POINT (-0.1537172 51.5679545),Merton Lane,-0.1537172,51.5679545,bus_station
POINT (-0.191631 51.3961027),The Willows,-0.191631,51.3961027,bus_station
POINT (-0.1908773 51.3963681),The Willows,-0.1908773,51.3963681,bus_station
POINT (0.0883874 51.3563745),Farnborough Hill / Bus Garage,0.0883874,51.3563745,bus_station
POINT (0.0884741 51.3561094),Farnborough Hill / Bus Garage,0.0884741,51.3561094,bus_station
POINT (-0.1695639 51.4662901),Clapham Junction Station / Falcon Road,-0.1695639,51.4662901,bus_station
POINT (-0.1689665 51.4658962),Clapham Junction Station / Falcon Road,-0.1689665,51.4658962,bus_station
POINT (-0.2394825 51.5492892),Meyrick Road,-0.2394825,51.5492892,bus_station
POINT (-0.241601 51.5488301),Meyrick Road,-0.241601,51.5488301,bus_station
POINT (-0.4553825 51.5256696),Micawber Avenue,-0.4553825,51.5256696,bus_station
POINT (-0.4562392 51.525622),Micawber Avenue,-0.4562392,51.525622,bus_station
POINT (0.0103151 51.5659623),Michael Road,0.0103151,51.5659623,bus_station
POINT (0.0121568 51.4515969),Micheldever Road,0.0121568,51.4515969,bus_station
POINT (-0.3319089 51.43815),Michelham Gardens,-0.3319089,51.43815,bus_station
POINT (-0.332492 51.4389987),Michelham Gardens,-0.332492,51.4389987,bus_station
POINT (-0.1239153 51.5869919),Nightingale Lane,-0.1239153,51.5869919,bus_station
POINT (-0.1226284 51.587014),Nightingale Lane,-0.1226284,51.587014,bus_station
POINT (0.041948 51.4431672),The Vista,0.041948,51.4431672,bus_station
POINT (0.0417779 51.4431296),The Vista,0.0417779,51.4431296,bus_station
POINT (-0.1316415 51.6102289),Cline Road,-0.1316415,51.6102289,bus_station
POINT (-0.1327901 51.6102397),Cline Road,-0.1327901,51.6102397,bus_station
POINT (0.1154636 51.4199703),Middleton Avenue,0.1154636,51.4199703,bus_station
POINT (0.1140586 51.4203252),Middleton Avenue,0.1140586,51.4203252,bus_station
POINT (-0.3449745 51.5360262),Middleton Avenue,-0.3449745,51.5360262,bus_station
POINT (-0.3454727 51.5357316),Greenford Road Roundabout,-0.3454727,51.5357316,bus_station
POINT (-0.1885695 51.3905655),St Helier Avenue / Middleton Road,-0.1885695,51.3905655,bus_station
POINT (-0.1883448 51.3902821),St Helier Avenue / Middleton Road,-0.1883448,51.3902821,bus_station
POINT (-0.0251344 51.6201194),Hail & Ride Middleton Avenue,-0.0251344,51.6201194,bus_station
POINT (-0.4093585 51.5941757),Middleton Drive,-0.4093585,51.5941757,bus_station
POINT (-0.4094269 51.5946981),Middleton Drive,-0.4094269,51.5946981,bus_station
POINT (-0.0765086 51.5413211),Middleton Road,-0.0765086,51.5413211,bus_station
POINT (-0.076358 51.5412339),Middleton Road,-0.076358,51.5412339,bus_station
POINT (-0.1828205 51.3882739),Bishopsford Road,-0.1828205,51.3882739,bus_station
POINT (-0.1833858 51.3878515),Middleton Road,-0.1833858,51.3878515,bus_station
POINT (-0.1817746 51.3883674),Middleton Road,-0.1817746,51.3883674,bus_station
POINT (-0.1822583 51.3877236),Bishopsford Road,-0.1822583,51.3877236,bus_station
POINT (-0.1676932 51.3861762),Hail & Ride Middleton Road Playing Fields,-0.1676932,51.3861762,bus_station
POINT (0.1126375 51.4096063),Sevenoaks Way / Midfield Way,0.1126375,51.4096063,bus_station
POINT (0.1129788 51.4086384),Midfield Way,0.1129788,51.4086384,bus_station
POINT (0.104655 51.4088296),Midfield Way / Chipperfield Road,0.104655,51.4088296,bus_station
POINT (0.1036303 51.408685),Midfield Way / Chipperfield Road,0.1036303,51.408685,bus_station
POINT (0.1106862 51.4100747),Midfield Way / Sevenoaks Way,0.1106862,51.4100747,bus_station
POINT (-0.1875198 51.5864199),Midholm,-0.1875198,51.5864199,bus_station
POINT (-0.4694982 51.5172687),Milburn Drive,-0.4694982,51.5172687,bus_station
POINT (-0.0588591 51.5194209),Whitechapel Station / Royal London Hospital,-0.0588591,51.5194209,bus_station
POINT (-0.057459 51.519709),Cambridge Heath Road,-0.057459,51.519709,bus_station
POINT (-0.0450487 51.521028),Mile End Road,-0.0450487,51.521028,bus_station
POINT (-0.0453304 51.5217288),Mile End Road,-0.0453304,51.5217288,bus_station
POINT (-0.1379401 51.3836372),Beddington Cross,-0.1379401,51.3836372,bus_station
POINT (-0.1764301 51.4044217),Miles Road,-0.1764301,51.4044217,bus_station
POINT (-0.1759465 51.4035689),Miles Road,-0.1759465,51.4035689,bus_station
POINT (0.0301988 51.3362661),Leaves Green / The Kings Arms,0.0301988,51.3362661,bus_station
POINT (0.0303659 51.3362065),Leaves Green / The Kings Arms,0.0303659,51.3362065,bus_station
POINT (0.0344586 51.6036315),Spring Gardens,0.0344586,51.6036315,bus_station
POINT (-0.2623042 51.3900641),Hail & Ride Millais Road,-0.2623042,51.3900641,bus_station
POINT (-0.260754 51.3891336),Hail & Ride Millais Road,-0.260754,51.3891336,bus_station
POINT (-0.127345 51.4949059),Millbank,-0.127345,51.4949059,bus_station
POINT (-0.1265699 51.4947768),Millbank,-0.1265699,51.4947768,bus_station
POINT (0.0836751 51.4590215),Millbrook Avenue,0.0836751,51.4590215,bus_station
POINT (0.084044 51.4590462),Millbrook Avenue,0.084044,51.4590462,bus_station
POINT (0.1407992 51.5748676),Mill Lane,0.1407992,51.5748676,bus_station
POINT (0.1410686 51.574604),Whalebone Grove,0.1410686,51.574604,bus_station
POINT (0.1143157 51.3949841),Mill Brook Road,0.1143157,51.3949841,bus_station
POINT (-0.0567065 51.6302849),Hail & Ride Findon Road,-0.0567065,51.6302849,bus_station
POINT (0.0132706 51.4940786),Millennium Village / Oval Square,0.0132706,51.4940786,bus_station
POINT (0.0137877 51.4940296),Millennium Village / Oval Square,0.0137877,51.4940296,bus_station
POINT (0.0107226 51.4940873),Millennium Primary School,0.0107226,51.4940873,bus_station
POINT (0.0109007 51.4938963),Millennium Primary School,0.0109007,51.4938963,bus_station
POINT (0.0137994 51.4920189),Millennium Village South,0.0137994,51.4920189,bus_station
POINT (0.0137328 51.4918695),Millennium Village South,0.0137328,51.4918695,bus_station
POINT (-0.0181987 51.4761923),Miller House,-0.0181987,51.4761923,bus_station
POINT (-0.0190078 51.4756858),Miller House,-0.0190078,51.4756858,bus_station
POINT (-0.0346565 51.3723554),Millers Pond,-0.0346565,51.3723554,bus_station
POINT (-0.0353394 51.3722118),Millers Pond,-0.0353394,51.3722118,bus_station
POINT (-0.395734 51.6006438),Mill Farm Close,-0.395734,51.6006438,bus_station
POINT (-0.3959565 51.6009899),Mill Farm Close,-0.3959565,51.6009899,bus_station
POINT (-0.0328543 51.5989989),Millfield Avenue,-0.0328543,51.5989989,bus_station
POINT (-0.0330387 51.5989597),Millfield Avenue,-0.0330387,51.5989597,bus_station
POINT (-0.0393434 51.5573281),Mandeville Community Primary School,-0.0393434,51.5573281,bus_station
POINT (-0.161893 51.3867025),Hail & Ride Goat Road,-0.161893,51.3867025,bus_station
POINT (-0.1578895 51.3858682),Mill Green Road,-0.1578895,51.3858682,bus_station
POINT (-0.1580568 51.3869311),Mill Green Road,-0.1580568,51.3869311,bus_station
POINT (-0.2414155 51.6269929),Mill Hill / The Rising Sun,-0.2414155,51.6269929,bus_station
POINT (-0.2410184 51.627245),Mill Hill / The Rising Sun,-0.2410184,51.627245,bus_station
POINT (-0.2329401 51.6213551),Mill Hill Village / The Ridgeway,-0.2329401,51.6213551,bus_station
POINT (-0.2342481 51.6213985),Mill Hill Village / Hammers Lane,-0.2342481,51.6213985,bus_station
POINT (-0.2463866 51.6172972),Mill Hill Circus,-0.2463866,51.6172972,bus_station
POINT (-0.2461393 51.6174246),Mill Hill Circus,-0.2461393,51.6174246,bus_station
POINT (-0.2451291 51.615907),Mill Hill Circus / Flower Lane,-0.2451291,51.615907,bus_station
POINT (-0.2412115 51.6115868),Mill Hill Park,-0.2412115,51.6115868,bus_station
POINT (-0.2291875 51.618611),Mill Hill School,-0.2291875,51.618611,bus_station
POINT (-0.2292529 51.6188238),Mill Hill School,-0.2292529,51.6188238,bus_station
POINT (-0.2077786 51.5505588),Mill Lane,-0.2077786,51.5505588,bus_station
POINT (-0.2055548 51.5488104),St Cuthbert's Road,-0.2055548,51.5488104,bus_station
POINT (0.1354665 51.5716007),St Chad's Road,0.1354665,51.5716007,bus_station
POINT (0.1349662 51.5716584),St Chad's Road,0.1349662,51.5716584,bus_station
POINT (-0.2018636 51.5510396),Westbere Road,-0.2018636,51.5510396,bus_station
POINT (0.0570604 51.342593),Hail & Ride Mill Lane,0.0570604,51.342593,bus_station
POINT (-0.0358428 51.4669812),Millmark Grove,-0.0358428,51.4669812,bus_station
POINT (-0.0356768 51.4667649),Millmark Grove,-0.0356768,51.4667649,bus_station
POINT (-0.0298576 51.6588593),Millmarsh Lane,-0.0298576,51.6588593,bus_station
POINT (-0.0583712 51.5880507),Mill Mead Road,-0.0583712,51.5880507,bus_station
POINT (-0.2829543 51.6140696),Mill Ridge,-0.2829543,51.6140696,bus_station
POINT (-0.2833463 51.6141786),Mill Ridge,-0.2833463,51.6141786,bus_station
POINT (0.0324778 51.5024175),Pontoon Dock Station,0.0324778,51.5024175,bus_station
POINT (-0.353591 51.4416105),Mill Road,-0.353591,51.4416105,bus_station
POINT (-0.3538414 51.4413609),Mill Road,-0.3538414,51.4413609,bus_station
POINT (-0.4794389 51.5014621),Mill Road,-0.4794389,51.5014621,bus_station
POINT (-0.2222191 51.4780249),Hail & Ride Millshot Close,-0.2222191,51.4780249,bus_station
POINT (-0.0543596 51.4860677),Millwall Football Ground,-0.0543596,51.4860677,bus_station
POINT (-0.0966378 51.6396799),Old Park Ridings,-0.0966378,51.6396799,bus_station
POINT (-0.0946628 51.6389033),Old Park Ridings,-0.0946628,51.6389033,bus_station
POINT (-0.1630214 51.4051218),Upper Green East,-0.1630214,51.4051218,bus_station
POINT (-0.1633621 51.4050844),Upper Green East,-0.1633621,51.4050844,bus_station
POINT (-0.1330511 51.3903299),Rochford Way,-0.1330511,51.3903299,bus_station
POINT (-0.1320336 51.3900199),Rochford Way,-0.1320336,51.3900199,bus_station
POINT (-0.1651913 51.3994219),Mitcham Police Station,-0.1651913,51.3994219,bus_station
POINT (-0.1658294 51.3995552),Mitcham Police Station,-0.1658294,51.3995552,bus_station
POINT (-0.2680053 51.5480866),Mitchell Way,-0.2680053,51.5480866,bus_station
POINT (-0.0874127 51.3308666),Mitchley Hill,-0.0874127,51.3308666,bus_station
POINT (-0.0852316 51.3317255),Mitchley Hill,-0.0852316,51.3317255,bus_station
POINT (-0.2338704 51.5248166),Mitre Bridge,-0.2338704,51.5248166,bus_station
POINT (-0.233389 51.5246627),Mitre Bridge,-0.233389,51.5246627,bus_station
POINT (0.0081313 51.5337932),Mitre Road,0.0081313,51.5337932,bus_station
POINT (0.0083671 51.5337057),Mitre Road,0.0083671,51.5337057,bus_station
POINT (-0.2298011 51.5213345),Mitre Way / Wormwood Scrubs,-0.2298011,51.5213345,bus_station
POINT (-0.2298285 51.5215177),Mitre Way / Wormwood Scrubs,-0.2298285,51.5215177,bus_station
POINT (-0.3706064 51.5463967),Moat Farm Road,-0.3706064,51.5463967,bus_station
POINT (-0.3702283 51.5464658),Moat Farm Road,-0.3702283,51.5464658,bus_station
POINT (-0.2539587 51.6317045),Moat Mount Park,-0.2539587,51.6317045,bus_station
POINT (-0.2535334 51.6319532),Moat Mount Park,-0.2535334,51.6319532,bus_station
POINT (-0.3318631 51.4609543),Woodstock Avenue,-0.3318631,51.4609543,bus_station
POINT (-0.3313006 51.460207),Mogden Lane,-0.3313006,51.460207,bus_station
POINT (0.122358 51.3913956),Molash Road,0.122358,51.3913956,bus_station
POINT (0.1232382 51.3919819),Molash Road,0.1232382,51.3919819,bus_station
POINT (-0.0129622 51.4611896),Molesworth Street,-0.0129622,51.4611896,bus_station
POINT (-0.0127168 51.4602809),Molesworth Street,-0.0127168,51.4602809,bus_station
POINT (-0.0202233 51.6707128),Ordnance Road / Mollison Avenue,-0.0202233,51.6707128,bus_station
POINT (-0.2890742 51.5965816),Mollison Way,-0.2890742,51.5965816,bus_station
POINT (-0.2883659 51.5962377),Mollison Way,-0.2883659,51.5962377,bus_station
POINT (-0.1737487 51.5847468),Monarch Court,-0.1737487,51.5847468,bus_station
POINT (-0.0255158 51.538413),Wansbeck Road,-0.0255158,51.538413,bus_station
POINT (-0.0256712 51.5392123),Monier Road,-0.0256712,51.5392123,bus_station
POINT (-0.193984 51.6610946),Hail & Ride Monken Hadley Church,-0.193984,51.6610946,bus_station
POINT (-0.194307 51.6613891),Hail & Ride Monken Hadley Church,-0.194307,51.6613891,bus_station
POINT (-0.1406655 51.6380653),Monkfrith Way,-0.1406655,51.6380653,bus_station
POINT (-0.1414979 51.6389703),Monkfrith Way,-0.1414979,51.6389703,bus_station
POINT (0.0242836 51.6134897),Monkhams Lane,0.0242836,51.6134897,bus_station
POINT (0.0238996 51.6124925),Monkhams Lane,0.0238996,51.6124925,bus_station
POINT (-0.2116483 51.3971504),Monkleigh Road,-0.2116483,51.3971504,bus_station
POINT (-0.2101831 51.3974148),Monkleigh Road,-0.2101831,51.3974148,bus_station
POINT (-0.1741155 51.6436314),Monks Avenue,-0.1741155,51.6436314,bus_station
POINT (-0.1765592 51.6434548),Lyonsdown Avenue,-0.1765592,51.6434548,bus_station
POINT (0.310204 51.5638355),Monks Farm,0.310204,51.5638355,bus_station
POINT (0.3099033 51.5637422),Monks Farm,0.3099033,51.5637422,bus_station
POINT (-0.0490984 51.3477802),Pixton Way,-0.0490984,51.3477802,bus_station
POINT (-0.0475133 51.3479972),Monks Hill,-0.0475133,51.3479972,bus_station
POINT (-0.0297028 51.376474),Monks Orchard Road,-0.0297028,51.376474,bus_station
POINT (-0.0291111 51.3768941),Monks Orchard Road,-0.0291111,51.3768941,bus_station
POINT (-0.0273925 51.3774347),West Wickham & Shirley Baptist Church,-0.0273925,51.3774347,bus_station
POINT (-0.0280777 51.3772135),West Wickham & Shirley Baptist Church,-0.0280777,51.3772135,bus_station
POINT (-0.0491598 51.3906799),Fairford Avenue,-0.0491598,51.3906799,bus_station
POINT (-0.0490777 51.3909068),Fairford Avenue,-0.0490777,51.3909068,bus_station
POINT (-0.2734839 51.5458802),Stonebridge Park Station / Point Place,-0.2734839,51.5458802,bus_station
POINT (-0.0915179 51.6604487),Hail & Ride Monks Road,-0.0915179,51.6604487,bus_station
POINT (-0.0589807 51.6251185),Edmonton Green Bus Station,-0.0589807,51.6251185,bus_station
POINT (-0.0585067 51.6252638),Edmonton Green Bus Station,-0.0585067,51.6252638,bus_station
POINT (-0.0580176 51.6254211),Edmonton Green Bus Station,-0.0580176,51.6254211,bus_station
POINT (-0.0582503 51.6255309),Edmonton Green Bus Station,-0.0582503,51.6255309,bus_station
POINT (-0.058615 51.6253895),Edmonton Green Bus Station,-0.058615,51.6253895,bus_station
POINT (-0.0587821 51.6254445),Edmonton Green Bus Station,-0.0587821,51.6254445,bus_station
POINT (-0.0572071 51.6266407),Monmouth Road,-0.0572071,51.6266407,bus_station
POINT (-0.4221794 51.4974046),Hail & Ride Monmouth Road,-0.4221794,51.4974046,bus_station
POINT (-0.4213355 51.4969877),Hail & Ride Monmouth Road,-0.4213355,51.4969877,bus_station
POINT (-0.1376316 51.5595938),Monnery Road,-0.1376316,51.5595938,bus_station
POINT (-0.1373735 51.5598058),Monnery Road,-0.1373735,51.5598058,bus_station
POINT (-0.0999589 51.5617815),Monsell Road,-0.0999589,51.5617815,bus_station
POINT (-0.0288736 51.4589793),Adelaide Road / Montague Avenue,-0.0288736,51.4589793,bus_station
POINT (-0.0312046 51.4590207),Adelaide Avenue / St Margaret's Road,-0.0312046,51.4590207,bus_station
POINT (-0.1583083 51.5186468),Dorset Street,-0.1583083,51.5186468,bus_station
POINT (-0.0461537 51.6279196),Montagu Road,-0.0461537,51.6279196,bus_station
POINT (-0.0463047 51.6278212),Warley Road,-0.0463047,51.6278212,bus_station
POINT (-0.0544846 51.6135409),Montagu Road,-0.0544846,51.6135409,bus_station
POINT (-0.0443139 51.6270523),Pentland Close,-0.0443139,51.6270523,bus_station
POINT (-0.0438014 51.6267944),Montagu Road,-0.0438014,51.6267944,bus_station
POINT (-0.1545072 51.4334002),Montana Road,-0.1545072,51.4334002,bus_station
POINT (-0.1552056 51.4337319),Montana Road,-0.1552056,51.4337319,bus_station
POINT (0.0664688 51.4289118),Shallons Road,0.0664688,51.4289118,bus_station
POINT (0.0640227 51.4298597),Montbelle Road,0.0640227,51.4298597,bus_station
POINT (0.0641433 51.4302096),Montbelle Road,0.0641433,51.4302096,bus_station
POINT (-0.2129636 51.6336732),Horseshoe Lane,-0.2129636,51.6336732,bus_station
POINT (-0.2121366 51.6337202),Horseshoe Lane,-0.2121366,51.6337202,bus_station
POINT (-0.2836744 51.6091815),Montgomery Road,-0.2836744,51.6091815,bus_station
POINT (-0.2700102 51.4954027),Montgomery Road,-0.2700102,51.4954027,bus_station
POINT (-0.2701641 51.4953449),Montgomery Road,-0.2701641,51.4953449,bus_station
POINT (0.1246595 51.5694213),Montpelier Gardens,0.1246595,51.5694213,bus_station
